type_tache,complexite,type_livrable,niveau_expertise,temps_sans_copilot,copilot_utilise,temps_realisation_min,nb_iterations,score_pertinence,score_clarte,score_exactitude,score_exploitabilite,copilot_pertinent
Poser des questions en langage naturel,Moyen,Management,Expert,33.0,0,33.0,1,3.8,3.4,3.5,3.5,0
Améliorer le design,Moyen,Opérationnel,Débutant,25.1,1,48.898819290315714,1,4.0,3.9,4.9,4.3,1
Poser des questions en langage naturel,Faible,Management,Intermédiaire,19.5,1,15.0,1,4.6,3.9,3.9,2.9,1
Résumer les insights,Élevé,Opérationnel,Débutant,38.8,0,38.8,1,3.6,3.1,3.2,3.4,0
Poser des questions en langage naturel,Faible,Management,Expert,22.3,1,17.2,1,4.5,3.8,4.1,3.9,1
Analyser les données rapidement,Moyen,Management,Intermédiaire,68.9,0,68.9,3,4.1,3.3,3.0,4.0,0
Générer du DAX,Élevé,Opérationnel,Expert,62.8,1,41.1,3,2.7,2.7,3.4,2.9,0
Analyser les données rapidement,Faible,Management,Intermédiaire,32.8,1,11.4,2,4.3,4.1,3.9,4.5,1
Résumer les insights,Moyen,Management,Intermédiaire,25.9,0,25.9,1,3.2,3.2,3.2,3.0,0
Résumer les insights,Moyen,Management,Expert,16.7,1,15.9,1,3.3,3.9,4.3,3.4,0
Poser des questions en langage naturel,Moyen,Management,Débutant,30.3,0,30.3,1,3.9,4.6,2.4,3.9,0
Générer du DAX,Élevé,Exploratoire,Expert,55.6,1,38.4,3,3.0,3.0,4.0,2.2,0
Analyser les données rapidement,Faible,Management,Débutant,36.7,1,14.7,3,4.1,3.2,4.0,3.6,1
Générer du DAX,Faible,Management,Intermédiaire,44.6,1,16.5,1,3.7,2.5,3.2,3.4,0
Résumer les insights,Élevé,Management,Expert,41.1,0,41.1,1,4.0,4.0,3.5,3.0,0
Résumer les insights,Moyen,Opérationnel,Débutant,27.0,1,12.6,1,3.7,3.7,3.9,4.1,1
Poser des questions en langage naturel,Faible,Exploratoire,Débutant,34.6,1,23.1,1,3.7,4.2,4.2,4.5,1
Créer des rapports automatiquement,Faible,Management,Intermédiaire,33.5,1,26.8,2,4.7,4.3,3.8,4.0,1
Analyser les données rapidement,Faible,Management,Expert,33.2,0,33.2,1,3.2,3.8,4.1,3.8,0
Créer des rapports automatiquement,Élevé,Opérationnel,Expert,61.1,1,55.8,1,3.4,3.9,5.0,3.8,0
Créer des rapports automatiquement,Élevé,Opérationnel,Expert,45.4,0,45.4,1,3.0,3.7,3.0,3.3,0
Analyser les données rapidement,Faible,Exploratoire,Débutant,41.1,1,13.8,1,4.7,4.0,3.8,4.9,1
Analyser les données rapidement,Faible,Opérationnel,Expert,20.4,1,13.9,2,3.5,4.0,4.1,3.5,1
Générer du DAX,Faible,Management,Expert,42.5,1,29.3,3,4.4,4.2,2.1,2.6,0
Générer du DAX,Faible,Opérationnel,Intermédiaire,53.5,1,16.9,4,2.9,3.4,3.7,4.3,0
Générer du DAX,Élevé,Exploratoire,Expert,76.9,0,76.9,1,3.5,4.2,3.1,4.0,0
Poser des questions en langage naturel,Moyen,Exploratoire,Débutant,32.4,0,32.4,1,3.3,3.5,3.4,3.3,0
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,20.7,1,16.4,2,4.6,4.6,4.4,3.8,1
Créer des rapports automatiquement,Faible,Opérationnel,Expert,24.7,0,24.7,1,3.7,3.6,2.4,3.5,0
Créer des rapports automatiquement,Moyen,Management,Débutant,35.5,1,23.6,1,3.7,4.3,3.3,3.8,1
Créer des rapports automatiquement,Moyen,Exploratoire,Débutant,32.6,1,22.8,3,3.4,3.7,4.0,4.2,1
Analyser les données rapidement,Élevé,Management,Débutant,40.6,1,13.7,2,4.0,4.6,3.7,3.9,1
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,23.1,1,15.2,1,2.7,4.5,4.0,4.0,1
Générer du DAX,Faible,Exploratoire,Débutant,36.9,0,36.9,1,3.5,3.3,2.9,3.8,0
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,23.0,1,15.1,2,2.8,4.7,2.9,3.8,1
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,39.7,1,28.0,1,4.0,4.3,4.3,3.9,1
Résumer les insights,Élevé,Management,Intermédiaire,43.5,1,34.5,3,3.6,3.9,3.6,3.8,1
Résumer les insights,Moyen,Management,Intermédiaire,25.2,1,19.3,1,3.8,3.8,3.8,4.0,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,51.8,0,51.8,1,3.6,2.6,4.1,3.9,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,19.8,1,7.2,3,3.8,3.2,3.7,4.3,1
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,32.8,0,32.8,1,3.3,4.1,2.9,3.6,0
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,49.3,1,37.2,2,3.5,4.1,3.1,3.9,1
Générer du DAX,Moyen,Management,Débutant,47.5,1,9.4,4,2.6,3.7,3.2,2.7,0
Poser des questions en langage naturel,Moyen,Management,Expert,32.5,0,32.5,2,3.9,2.9,3.5,3.4,0
Générer du DAX,Moyen,Opérationnel,Débutant,76.7,0,76.7,1,4.2,4.0,3.1,3.6,0
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,28.0,1,20.4,1,3.6,4.1,3.3,4.5,1
Créer des rapports automatiquement,Élevé,Management,Débutant,55.8,0,55.8,1,4.0,4.0,3.4,2.8,0
Créer des rapports automatiquement,Moyen,Exploratoire,Débutant,39.4,0,39.4,2,3.5,4.0,4.3,4.1,0
Générer du DAX,Élevé,Management,Expert,58.6,1,40.5,5,3.7,2.5,2.9,3.8,0
Résumer les insights,Moyen,Exploratoire,Expert,28.0,1,24.8,1,4.4,4.3,3.5,3.6,1
Résumer les insights,Faible,Opérationnel,Intermédiaire,28.3,0,28.3,2,2.9,2.6,4.0,4.1,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,43.4,1,25.9,1,4.6,4.8,3.8,3.8,1
Générer du DAX,Élevé,Management,Intermédiaire,131.5,1,48.9,6,3.1,3.1,3.9,3.4,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,37.5,1,21.1,1,3.9,5.0,5.0,4.1,1
Générer du DAX,Élevé,Exploratoire,Intermédiaire,71.2,1,25.1,2,4.0,3.6,3.9,3.6,1
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,28.7,1,14.6,1,4.2,4.3,3.8,4.9,1
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,19.1,1,15.2,1,3.8,3.7,3.7,4.2,1
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,62.1,0,62.1,1,3.6,4.0,2.2,3.7,0
Analyser les données rapidement,Moyen,Management,Expert,67.6,1,46.7,1,4.7,4.4,3.6,4.8,1
Générer du DAX,Moyen,Opérationnel,Débutant,85.1,1,17.8,3,3.1,2.9,3.1,2.8,0
Générer du DAX,Faible,Opérationnel,Expert,64.4,1,43.4,4,3.2,3.5,3.3,3.6,0
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,32.7,1,20.7,1,3.3,3.6,3.6,3.8,1
Générer du DAX,Élevé,Management,Débutant,90.7,1,17.5,2,2.7,4.0,3.4,4.3,1
Poser des questions en langage naturel,Moyen,Opérationnel,Expert,26.7,0,26.7,1,2.5,3.8,2.5,3.5,0
Créer des rapports automatiquement,Moyen,Management,Débutant,18.1,1,11.5,1,4.5,3.4,2.7,4.1,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,35.6,0,35.6,1,3.7,4.4,2.6,3.3,0
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,27.0,0,27.0,1,3.1,4.0,5.0,2.5,0
Créer des rapports automatiquement,Moyen,Exploratoire,Expert,33.4,0,33.4,2,4.0,2.9,4.2,3.8,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,32.6,1,23.8,1,3.7,4.3,3.6,4.4,1
Résumer les insights,Moyen,Exploratoire,Débutant,32.4,1,19.8,1,3.8,3.8,4.1,3.6,1
Résumer les insights,Moyen,Management,Expert,23.9,1,16.7,2,4.7,3.1,4.5,3.9,1
Poser des questions en langage naturel,Élevé,Exploratoire,Expert,49.0,1,42.7,1,4.0,4.5,4.5,4.2,1
Analyser les données rapidement,Moyen,Management,Intermédiaire,36.5,1,20.5,1,3.6,5.0,3.4,4.2,1
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,60.9,0,60.9,1,3.7,3.6,3.7,2.9,0
Générer du DAX,Moyen,Management,Intermédiaire,54.0,1,20.4,3,3.7,2.9,1.7,2.6,0
Créer des rapports automatiquement,Faible,Management,Débutant,33.2,1,21.2,2,3.5,4.0,4.7,4.2,1
Résumer les insights,Moyen,Management,Intermédiaire,20.1,1,14.2,1,4.0,4.1,4.4,4.3,1
Résumer les insights,Moyen,Management,Débutant,22.9,1,12.3,1,3.4,4.5,3.9,3.9,1
Poser des questions en langage naturel,Faible,Management,Intermédiaire,24.4,0,24.4,1,3.5,3.3,2.9,3.0,0
Analyser les données rapidement,Moyen,Management,Débutant,53.1,0,53.1,1,3.6,4.1,3.8,4.9,0
Créer des rapports automatiquement,Élevé,Management,Débutant,66.3,1,47.2,2,3.0,3.9,3.9,3.9,1
Résumer les insights,Moyen,Exploratoire,Débutant,24.6,1,12.5,4,4.4,3.7,3.8,4.2,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,34.5,1,14.2,2,4.3,3.3,4.3,4.1,1
Résumer les insights,Moyen,Exploratoire,Expert,28.1,0,28.1,2,2.8,4.4,3.6,3.6,0
Générer du DAX,Élevé,Management,Intermédiaire,89.9,0,89.9,2,3.7,3.9,4.4,3.2,0
Analyser les données rapidement,Moyen,Management,Débutant,39.0,1,16.0,3,3.7,4.4,4.3,4.1,1
Générer du DAX,Moyen,Management,Débutant,67.6,0,67.6,1,3.3,3.8,4.1,3.4,0
Poser des questions en langage naturel,Élevé,Management,Expert,61.6,1,55.7,1,3.9,3.7,5.0,4.3,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,45.3,1,17.6,1,4.1,4.3,4.8,3.4,1
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,30.7,1,18.6,1,3.7,4.1,4.3,4.7,1
Générer du DAX,Élevé,Opérationnel,Intermédiaire,91.7,1,33.4,4,2.5,3.8,3.5,3.2,0
Analyser les données rapidement,Élevé,Opérationnel,Intermédiaire,55.2,0,55.2,1,3.4,3.4,3.3,3.5,0
Générer du DAX,Faible,Management,Débutant,38.7,1,7.4,4,3.9,3.0,2.9,2.8,0
Créer des rapports automatiquement,Moyen,Management,Débutant,40.4,1,24.7,2,3.6,4.7,3.9,3.8,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,33.4,1,20.4,1,4.4,4.3,4.3,3.6,1
Résumer les insights,Faible,Opérationnel,Expert,16.6,1,15.8,1,2.7,3.4,3.4,4.5,0
Résumer les insights,Moyen,Exploratoire,Intermédiaire,24.0,1,17.8,1,3.8,3.8,4.7,3.0,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,38.3,1,19.2,1,3.8,4.0,4.7,3.1,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,52.7,0,52.7,2,3.1,3.4,2.7,3.4,0
Poser des questions en langage naturel,Faible,Management,Débutant,17.0,0,17.0,1,3.7,4.0,3.6,3.1,0
Générer du DAX,Moyen,Management,Expert,51.4,0,51.4,1,3.6,3.6,3.6,3.7,0
Résumer les insights,Moyen,Exploratoire,Expert,27.0,1,23.2,1,4.0,4.1,3.7,3.2,1
Poser des questions en langage naturel,Élevé,Opérationnel,Expert,20.9,1,11.8,1,4.4,4.6,3.5,3.8,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,35.1,1,13.0,1,4.8,4.5,3.6,3.9,1
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,42.2,1,32.1,2,4.0,4.5,2.8,4.0,1
Analyser les données rapidement,Moyen,Management,Débutant,39.5,1,12.5,1,5.0,4.1,3.2,4.4,1
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,29.4,1,20.2,2,4.5,4.4,3.6,3.8,1
Générer du DAX,Moyen,Opérationnel,Débutant,40.5,1,10.6,3,2.6,3.6,3.3,2.7,0
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,24.6,1,13.3,2,4.1,4.0,3.3,4.8,1
Générer du DAX,Moyen,Management,Débutant,74.9,1,17.2,5,3.8,3.3,2.7,3.3,0
Résumer les insights,Faible,Exploratoire,Intermédiaire,21.0,1,11.0,1,3.8,4.8,4.4,4.8,1
Résumer les insights,Élevé,Management,Intermédiaire,33.4,0,33.4,1,2.9,3.5,4.7,3.5,0
Poser des questions en langage naturel,Moyen,Opérationnel,Expert,31.1,1,27.7,1,3.8,4.0,3.3,4.4,1
Analyser les données rapidement,Moyen,Opérationnel,Expert,24.3,1,17.1,1,3.8,4.6,5.0,4.3,1
Analyser les données rapidement,Faible,Management,Débutant,30.0,0,30.0,1,3.6,3.6,4.2,3.7,0
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,25.5,1,16.5,3,4.4,4.6,3.3,4.4,1
Résumer les insights,Moyen,Exploratoire,Expert,14.0,1,12.3,1,3.7,3.9,4.8,4.3,1
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,19.3,1,13.9,2,4.2,3.1,4.2,4.9,1
Poser des questions en langage naturel,Élevé,Management,Débutant,12.5,1,6.1,2,4.4,4.0,3.0,4.2,1
Créer des rapports automatiquement,Moyen,Management,Débutant,30.1,0,30.1,1,3.1,3.6,2.8,4.3,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,48.1,1,34.2,3,4.7,4.7,2.8,3.9,1
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,35.2,0,35.2,2,3.5,4.5,3.1,2.5,0
Générer du DAX,Faible,Exploratoire,Débutant,21.8,1,6.4,4,3.5,3.7,2.6,3.0,0
Analyser les données rapidement,Élevé,Exploratoire,Expert,56.9,1,41.3,2,4.7,3.8,4.6,3.7,1
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,30.6,1,19.3,1,3.3,4.2,3.7,4.6,1
Résumer les insights,Faible,Opérationnel,Intermédiaire,13.1,1,9.8,1,4.2,4.0,4.8,2.8,1
Résumer les insights,Faible,Management,Intermédiaire,22.9,0,22.9,2,3.9,3.3,3.9,2.9,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,33.4,1,15.5,2,3.8,5.0,3.8,4.2,1
Poser des questions en langage naturel,Moyen,Management,Débutant,23.3,0,23.3,2,3.4,3.5,3.1,3.5,0
Créer des rapports automatiquement,Faible,Management,Débutant,13.1,1,8.7,1,3.0,3.8,4.9,4.3,1
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,37.8,1,26.5,1,3.9,4.4,3.8,4.5,1
Créer des rapports automatiquement,Élevé,Opérationnel,Débutant,53.3,1,33.8,1,3.5,4.4,3.5,3.8,1
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,35.8,0,35.8,2,3.6,3.9,2.9,4.0,0
Analyser les données rapidement,Faible,Exploratoire,Débutant,48.7,1,15.6,2,4.3,4.1,4.5,3.9,1
Analyser les données rapidement,Moyen,Exploratoire,Expert,60.2,0,60.2,1,3.1,3.1,3.2,3.3,0
Analyser les données rapidement,Élevé,Management,Intermédiaire,83.4,0,83.4,1,3.2,3.7,3.3,3.4,0
Résumer les insights,Moyen,Management,Intermédiaire,30.2,1,17.7,2,3.6,4.0,3.7,4.3,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,75.6,1,28.5,4,3.1,3.6,3.2,3.9,0
Poser des questions en langage naturel,Faible,Management,Expert,27.8,0,27.8,2,2.9,3.3,3.9,2.6,0
Poser des questions en langage naturel,Moyen,Management,Débutant,32.0,0,32.0,2,3.4,3.6,2.9,3.7,0
Générer du DAX,Faible,Exploratoire,Intermédiaire,57.7,1,21.1,2,3.2,2.9,3.6,3.6,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,31.4,0,31.4,1,4.4,3.9,5.0,3.3,0
Poser des questions en langage naturel,Faible,Management,Intermédiaire,24.7,0,24.7,1,3.0,3.6,3.4,3.5,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,24.2,0,24.2,1,3.6,3.3,3.5,4.1,0
Poser des questions en langage naturel,Moyen,Exploratoire,Débutant,23.7,1,17.0,1,4.4,4.4,4.3,3.7,1
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,30.3,0,30.3,3,3.1,3.6,4.0,4.0,0
Analyser les données rapidement,Faible,Management,Intermédiaire,29.6,0,29.6,2,4.3,3.5,3.6,3.3,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,18.1,1,12.5,2,4.1,5.0,3.8,4.7,1
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,29.6,1,22.7,1,3.5,3.3,5.0,4.6,1
Créer des rapports automatiquement,Élevé,Opérationnel,Expert,33.4,0,33.4,1,3.1,4.1,3.6,2.9,0
Résumer les insights,Élevé,Management,Intermédiaire,46.9,1,32.1,2,3.8,4.5,3.3,3.8,1
Analyser les données rapidement,Moyen,Management,Débutant,24.7,1,6.3,1,4.5,4.0,4.3,4.1,1
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,30.4,1,18.7,1,3.7,3.4,4.1,5.0,1
Créer des rapports automatiquement,Élevé,Exploratoire,Intermédiaire,40.6,1,30.6,2,3.0,3.6,4.7,4.0,1
Générer du DAX,Faible,Opérationnel,Débutant,39.1,0,39.1,1,3.7,3.9,3.2,3.5,0
Résumer les insights,Moyen,Management,Intermédiaire,18.0,0,18.0,2,4.2,3.6,2.8,2.4,0
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,30.9,1,18.6,1,3.8,3.9,3.7,4.0,1
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,41.3,0,41.3,1,4.7,3.1,4.2,3.5,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,36.5,1,18.4,1,4.2,4.1,4.6,4.0,1
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,25.4,1,17.9,3,4.0,4.4,4.1,4.2,1
Analyser les données rapidement,Élevé,Opérationnel,Expert,51.7,1,39.3,1,5.0,3.8,3.5,4.3,1
Analyser les données rapidement,Faible,Management,Débutant,35.6,0,35.6,1,2.5,4.2,3.3,3.2,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,48.8,1,35.9,2,3.8,3.2,3.9,3.5,1
Créer des rapports automatiquement,Faible,Opérationnel,Expert,23.4,1,22.7,2,3.6,4.1,3.6,3.6,0
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,23.1,1,13.9,1,4.5,3.9,4.4,3.7,1
Générer du DAX,Moyen,Management,Débutant,44.2,1,7.7,1,4.1,3.6,3.5,3.0,1
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,35.8,0,35.8,1,3.0,2.7,4.0,3.8,0
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,38.4,1,31.8,2,3.4,3.6,4.5,4.3,1
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,34.9,1,26.8,1,4.2,4.1,3.5,4.0,1
Générer du DAX,Faible,Management,Expert,46.6,1,32.4,4,2.6,2.8,3.7,2.9,0
Analyser les données rapidement,Faible,Management,Débutant,26.6,1,6.9,1,4.7,4.4,4.9,4.6,1
Générer du DAX,Moyen,Management,Intermédiaire,46.7,1,16.3,5,3.3,2.8,3.8,3.0,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,40.5,1,21.8,1,4.0,4.3,4.0,3.6,1
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,27.1,1,16.7,1,4.1,3.5,3.0,4.1,1
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,20.0,0,20.0,2,3.9,3.3,3.4,3.6,0
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,32.4,1,26.1,2,4.2,3.1,3.8,4.6,1
Générer du DAX,Faible,Management,Intermédiaire,95.3,1,33.8,2,3.4,3.2,2.2,3.2,0
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,20.4,1,18.4,3,3.7,4.6,4.1,3.9,0
Résumer les insights,Faible,Exploratoire,Intermédiaire,18.1,1,13.7,1,3.8,5.0,3.9,4.2,1
Générer du DAX,Moyen,Opérationnel,Débutant,79.8,0,79.8,1,4.0,3.7,3.0,3.2,0
Créer des rapports automatiquement,Faible,Management,Expert,25.3,1,17.6,2,3.4,3.9,2.2,4.3,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,32.4,0,32.4,2,3.3,3.7,3.9,3.9,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,54.2,1,17.9,4,3.2,3.3,2.6,3.3,0
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,24.3,0,24.3,1,3.3,3.7,3.2,4.1,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,31.2,1,16.1,3,3.9,4.2,4.3,3.3,1
Générer du DAX,Faible,Management,Intermédiaire,57.1,1,21.9,3,3.6,3.6,3.1,2.7,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,33.5,0,33.5,2,4.2,3.0,3.6,3.0,0
Créer des rapports automatiquement,Moyen,Exploratoire,Débutant,50.5,1,34.2,1,3.8,3.8,5.0,4.7,1
Analyser les données rapidement,Faible,Management,Intermédiaire,38.1,0,38.1,1,3.4,3.9,2.9,3.5,0
Résumer les insights,Moyen,Exploratoire,Intermédiaire,38.2,1,31.3,4,3.7,4.2,4.3,2.9,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,64.0,1,23.4,3,3.4,3.8,4.1,3.5,1
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,26.2,0,26.2,3,3.4,4.5,2.9,3.6,0
Générer du DAX,Faible,Management,Intermédiaire,52.5,0,52.5,2,3.6,4.1,2.7,3.7,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,36.9,0,36.9,1,3.7,2.7,1.9,2.8,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,26.6,1,20.0,3,3.9,4.3,4.7,4.6,1
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,40.5,1,26.4,1,4.4,4.1,4.0,3.8,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,33.6,1,10.4,3,2.3,3.1,3.4,3.3,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,61.5,1,33.1,2,4.0,4.1,3.8,3.9,1
Générer du DAX,Moyen,Management,Intermédiaire,17.5,0,17.5,1,2.7,3.0,2.9,3.7,0
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,32.7,1,22.1,2,4.3,4.2,3.6,3.6,1
Analyser les données rapidement,Moyen,Management,Intermédiaire,30.1,1,14.7,1,4.7,4.8,3.5,4.5,1
Générer du DAX,Élevé,Management,Expert,96.2,0,96.2,1,3.6,3.4,3.4,3.3,0
Créer des rapports automatiquement,Élevé,Exploratoire,Débutant,57.0,1,36.9,2,4.2,4.5,3.4,4.5,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,50.8,1,20.2,5,2.5,3.6,3.3,3.1,0
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,22.5,1,13.3,1,3.9,4.0,3.5,3.7,1
Analyser les données rapidement,Moyen,Management,Débutant,50.7,1,20.7,2,3.3,4.7,2.5,4.3,1
Poser des questions en langage naturel,Moyen,Exploratoire,Débutant,34.1,0,34.1,2,3.3,3.4,3.8,3.5,0
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,30.5,1,23.2,3,4.1,4.0,4.4,4.2,1
Résumer les insights,Faible,Opérationnel,Expert,21.1,1,19.9,1,4.5,4.1,2.9,4.0,0
Résumer les insights,Élevé,Exploratoire,Expert,22.4,1,19.2,2,4.6,4.0,5.0,3.8,1
Créer des rapports automatiquement,Faible,Management,Intermédiaire,31.3,1,22.0,1,4.5,3.9,4.7,4.3,1
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,29.2,0,29.2,1,3.5,3.4,2.6,3.5,0
Générer du DAX,Élevé,Opérationnel,Intermédiaire,110.6,1,39.0,2,2.9,2.5,4.3,2.7,0
Résumer les insights,Faible,Exploratoire,Débutant,20.0,0,20.0,1,3.9,3.5,3.9,3.0,0
Analyser les données rapidement,Faible,Management,Expert,44.6,1,30.9,1,4.3,4.1,4.9,4.0,1
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,48.5,1,35.8,3,4.5,2.6,4.3,4.0,1
Générer du DAX,Faible,Management,Intermédiaire,61.2,0,61.2,2,3.5,3.5,3.0,3.4,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,45.9,1,20.3,2,4.4,4.2,3.4,3.8,1
Analyser les données rapidement,Faible,Management,Intermédiaire,28.4,0,28.4,1,3.6,3.8,3.4,3.8,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,30.7,1,22.7,1,3.2,4.5,3.6,2.6,0
Générer du DAX,Moyen,Management,Débutant,48.1,0,48.1,1,4.1,3.5,3.7,3.7,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,32.5,1,12.6,3,4.3,4.3,3.6,4.4,1
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,38.4,1,25.0,1,3.2,4.3,3.8,4.0,1
Poser des questions en langage naturel,Élevé,Management,Débutant,24.0,1,14.2,2,3.9,4.1,3.8,4.1,1
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,24.5,0,24.5,3,4.4,3.6,3.5,3.0,0
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,28.6,0,28.6,2,4.1,3.6,3.7,3.0,0
Analyser les données rapidement,Moyen,Management,Débutant,26.4,0,26.4,1,2.9,3.3,2.4,3.8,0
Analyser les données rapidement,Moyen,Opérationnel,Expert,43.6,0,43.6,1,3.4,4.1,3.9,4.5,0
Générer du DAX,Moyen,Management,Intermédiaire,53.4,0,53.4,1,2.7,4.3,3.2,3.0,0
Analyser les données rapidement,Faible,Management,Intermédiaire,29.0,1,16.6,1,4.0,4.7,4.0,4.7,1
Analyser les données rapidement,Moyen,Exploratoire,Débutant,24.3,1,11.3,1,4.3,2.9,3.5,3.6,1
Générer du DAX,Faible,Management,Débutant,44.6,1,8.0,4,3.7,3.4,3.5,3.7,0
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,32.5,0,32.5,1,3.7,4.1,5.0,4.0,0
Analyser les données rapidement,Faible,Exploratoire,Débutant,48.4,0,48.4,1,4.8,3.9,2.9,3.9,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,37.2,1,13.2,1,4.0,3.7,4.3,3.8,1
Poser des questions en langage naturel,Moyen,Management,Débutant,27.2,0,27.2,1,3.6,3.8,2.4,3.5,0
Générer du DAX,Faible,Opérationnel,Débutant,47.3,1,13.4,4,3.5,3.5,3.1,2.7,0
Résumer les insights,Faible,Management,Débutant,19.5,1,8.4,2,4.8,4.3,3.5,3.3,1
Analyser les données rapidement,Élevé,Management,Expert,62.0,1,46.9,1,3.0,4.9,3.2,4.0,1
Analyser les données rapidement,Faible,Exploratoire,Débutant,32.7,1,10.4,5,3.8,4.6,3.1,2.9,0
Générer du DAX,Élevé,Opérationnel,Débutant,92.8,1,18.7,3,2.6,4.3,3.2,3.7,0
Poser des questions en langage naturel,Élevé,Exploratoire,Débutant,44.1,0,44.1,1,4.5,3.3,2.4,3.9,0
Créer des rapports automatiquement,Faible,Management,Intermédiaire,27.3,1,17.4,2,4.9,3.9,4.3,5.0,1
